   it           t(s)          Vm(V) V_analitica(V)      Error_relativo
        1771   3.54400044E-03   5.96580282E-03   5.96530922E-03  -8.27452459E-05
        1772   3.54600046E-03   5.96860982E-03   5.96811529E-03  -8.28623888E-05
        1773   3.54800047E-03   5.97141590E-03   5.97092137E-03  -8.28234479E-05
        1774   3.55000049E-03   5.97422151E-03   5.97372651E-03  -8.28625052E-05
        1775   3.55200050E-03   5.97702665E-03   5.97653119E-03  -8.29015335E-05
        1776   3.55400029E-03   5.97983133E-03   5.97933633E-03  -8.27847616E-05
        1777   3.55600030E-03   5.98263554E-03   5.98214008E-03  -8.28238044E-05
        1778   3.55800032E-03   5.98543882E-03   5.98494289E-03  -8.28628254E-05
        1779   3.56000033E-03   5.98824164E-03   5.98774524E-03  -8.29018099E-05
        1780   3.56200035E-03   5.99104399E-03   5.99054806E-03  -8.27852928E-05
        1781   3.56400036E-03   5.99384587E-03   5.99334948E-03  -8.28242919E-05
        1782   3.56600038E-03   5.99664729E-03   5.99615090E-03  -8.27855984E-05
        1783   3.56800039E-03   5.99944778E-03   5.99895092E-03  -8.28245829E-05
        1784   3.57000041E-03   6.00224780E-03   6.00175140E-03  -8.27083495E-05
        1785   3.57200042E-03   6.00504735E-03   6.00455049E-03  -8.27473414E-05
        1786   3.57400044E-03   6.00784644E-03   6.00734958E-03  -8.27087861E-05
        1787   3.57600045E-03   6.01064507E-03   6.01014821E-03  -8.26702744E-05
        1788   3.57800047E-03   6.01344276E-03   6.01294497E-03  -8.27867043E-05
        1789   3.58000048E-03   6.01623999E-03   6.01574266E-03  -8.26707983E-05
        1790   3.58200050E-03   6.01903675E-03   6.01853942E-03  -8.26323812E-05
        1791   3.58400028E-03   6.02183305E-03   6.02133479E-03  -8.27486947E-05
        1792   3.58600030E-03   6.02462888E-03   6.02413062E-03  -8.27102849E-05
        1793   3.58800031E-03   6.02742378E-03   6.02692598E-03  -8.25946627E-05
        1794   3.59000033E-03   6.03021821E-03   6.02971995E-03  -8.26336181E-05
        1795   3.59200034E-03   6.03301218E-03   6.03251345E-03  -8.26725445E-05
        1796   3.59400036E-03   6.03580568E-03   6.03530649E-03  -8.27114418E-05
        1797   3.59600037E-03   6.03859872E-03   6.03809953E-03  -8.26731848E-05
        1798   3.59800039E-03   6.04139082E-03   6.04089117E-03  -8.27120602E-05
        1799   3.60000040E-03   6.04418246E-03   6.04368327E-03  -8.25968018E-05
        1800   3.60200042E-03   6.04697363E-03   6.04647398E-03  -8.26356918E-05
        1801   3.60400043E-03   6.04976434E-03   6.04926469E-03  -8.25975731E-05
        1802   3.60600045E-03   6.05255459E-03   6.05205400E-03  -8.27133845E-05
        1803   3.60800046E-03   6.05534390E-03   6.05484331E-03  -8.26752803E-05
        1804   3.61000048E-03   6.05813274E-03   6.05763309E-03  -8.24834642E-05
        1805   3.61200050E-03   6.06092112E-03   6.06042147E-03  -8.24455128E-05
        1806   3.61400051E-03   6.06370904E-03   6.06320845E-03  -8.25612224E-05
        1807   3.61600029E-03   6.06649648E-03   6.06599543E-03  -8.26000542E-05
        1808   3.61800031E-03   6.06928300E-03   6.06878148E-03  -8.26388641E-05
        1809   3.62000032E-03   6.07206905E-03   6.07156754E-03  -8.26009418E-05
        1810   3.62200034E-03   6.07485464E-03   6.07435312E-03  -8.25630632E-05
        1811   3.62400035E-03   6.07763976E-03   6.07713824E-03  -8.25252282E-05
        1812   3.62600037E-03   6.08042441E-03   6.07992290E-03  -8.24874296E-05
        1813   3.62800038E-03   6.08320814E-03   6.08270615E-03  -8.25262396E-05
        1814   3.63000040E-03   6.08599139E-03   6.08548848E-03  -8.26415489E-05
        1815   3.63200041E-03   6.08877419E-03   6.08827220E-03  -8.24507952E-05
        1816   3.63400043E-03   6.09155651E-03   6.09105313E-03  -8.26425021E-05
        1817   3.63600045E-03   6.09433837E-03   6.09383592E-03  -8.24519302E-05
        1818   3.63800046E-03   6.09711930E-03   6.09661685E-03  -8.24143208E-05
        1819   3.64000048E-03   6.09989977E-03   6.09939685E-03  -8.24531016E-05
        1820   3.64200049E-03   6.10267976E-03   6.10217685E-03  -8.24155359E-05
        1821   3.64400051E-03   6.10545930E-03   6.10495545E-03  -8.25305833E-05
        1822   3.64600052E-03   6.10823836E-03   6.10773452E-03  -8.24930248E-05
        1823   3.64800030E-03   6.11101650E-03   6.11051312E-03  -8.23793089E-05
        1824   3.65000032E-03   6.11379417E-03   6.11329079E-03  -8.23418814E-05
        1825   3.65200033E-03   6.11657137E-03   6.11606706E-03  -8.24567760E-05
        1826   3.65400035E-03   6.11934811E-03   6.11884333E-03  -8.24954695E-05
        1827   3.65600036E-03   6.12212438E-03   6.12161960E-03  -8.24580566E-05
        1828   3.65800038E-03   6.12490019E-03   6.12439495E-03  -8.24967210E-05
        1829   3.66000040E-03   6.12767506E-03   6.12717029E-03  -8.23833543E-05
        1830   3.66200041E-03   6.13044947E-03   6.12994423E-03  -8.24220406E-05
        1831   3.66400043E-03   6.13322342E-03   6.13271818E-03  -8.23847586E-05
        1832   3.66600044E-03   6.13599690E-03   6.13549212E-03  -8.22716102E-05
        1833   3.66800046E-03   6.13876991E-03   6.13826374E-03  -8.24620511E-05
        1834   3.67000047E-03   6.14154199E-03   6.14103535E-03  -8.25006646E-05
        1835   3.67200049E-03   6.14431361E-03   6.14380697E-03  -8.24634408E-05
        1836   3.67400050E-03   6.14708476E-03   6.14657858E-03  -8.23505034E-05
        1837   3.67600052E-03   6.14985544E-03   6.14934927E-03  -8.23133960E-05
        1838   3.67800030E-03   6.15262566E-03   6.15211949E-03  -8.22763323E-05
        1839   3.68000031E-03   6.15539495E-03   6.15488738E-03  -8.24663002E-05
        1840   3.68200033E-03   6.15816377E-03   6.15765667E-03  -8.23535884E-05
        1841   3.68400034E-03   6.16093213E-03   6.16042502E-03  -8.23165828E-05
        1842   3.68600036E-03   6.16370002E-03   6.16319291E-03  -8.22796137E-05
        1843   3.68800038E-03   6.16646744E-03   6.16595987E-03  -8.23182127E-05
        1844   3.69000039E-03   6.16923394E-03   6.16872637E-03  -8.22812945E-05
        1845   3.69200041E-03   6.17199996E-03   6.17149239E-03  -8.22444199E-05
        1846   3.69400042E-03   6.17476553E-03   6.17425796E-03  -8.22075817E-05
        1847   3.69600044E-03   6.17753062E-03   6.17702212E-03  -8.23215669E-05
        1848   3.69800045E-03   6.18029526E-03   6.17978675E-03  -8.22847360E-05
        1849   3.70000047E-03   6.18305942E-03   6.18255138E-03  -8.21726208E-05
        1850   3.70200048E-03   6.18582265E-03   6.18531462E-03  -8.21359135E-05
        1851   3.70400050E-03   6.18858542E-03   6.18807646E-03  -8.22497605E-05
        1852   3.70600051E-03   6.19134773E-03   6.19083876E-03  -8.22130605E-05
        1853   3.70800053E-03   6.19410956E-03   6.19360059E-03  -8.21763970E-05
        1854   3.71000031E-03   6.19687093E-03   6.19636150E-03  -8.22149304E-05
        1855   3.71200033E-03   6.19963137E-03   6.19912148E-03  -8.22534494E-05
        1856   3.71400034E-03   6.20239135E-03   6.20188238E-03  -8.20666610E-05
        1857   3.71600036E-03   6.20515086E-03   6.20464096E-03  -8.21802751E-05
        1858   3.71800037E-03   6.20790990E-03   6.20739907E-03  -8.22937945E-05
        1859   3.72000039E-03   6.21066848E-03   6.21015765E-03  -8.22572401E-05
        1860   3.72200040E-03   6.21342612E-03   6.21291483E-03  -8.22956863E-05
        1861   3.72400042E-03   6.21618330E-03   6.21567247E-03  -8.21842550E-05
        1862   3.72600043E-03   6.21894002E-03   6.21842965E-03  -8.20729329E-05
        1863   3.72800045E-03   6.22169627E-03   6.22118590E-03  -8.20365749E-05
        1864   3.73000046E-03   6.22445205E-03   6.22394076E-03  -8.21498979E-05
        1865   3.73200048E-03   6.22720737E-03   6.22669561E-03  -8.21883368E-05
        1866   3.73400049E-03   6.22996176E-03   6.22945046E-03  -8.20772402E-05
        1867   3.73600051E-03   6.23271568E-03   6.23220438E-03  -8.20409696E-05
        1868   3.73800052E-03   6.23546913E-03   6.23495784E-03  -8.20047426E-05
        1869   3.74000031E-03   6.23822212E-03   6.23771036E-03  -8.20432033E-05
        1870   3.74200032E-03   6.24097465E-03   6.24046195E-03  -8.21562717E-05
        1871   3.74400034E-03   6.24372624E-03   6.24321448E-03  -8.19708730E-05
        1872   3.74600035E-03   6.24647737E-03   6.24596467E-03  -8.20838904E-05
        1873   3.74800037E-03   6.24922803E-03   6.24871580E-03  -8.19732304E-05
        1874   3.75000038E-03   6.25197822E-03   6.25146599E-03  -8.19371708E-05
        1875   3.75200040E-03   6.25472795E-03   6.25421526E-03  -8.19756024E-05
        1876   3.75400041E-03   6.25747722E-03   6.25696406E-03  -8.20140122E-05
        1877   3.75600043E-03   6.26022555E-03   6.25971192E-03  -8.20524001E-05
        1878   3.75800044E-03   6.26297342E-03   6.26245979E-03  -8.20163987E-05
        1879   3.76000046E-03   6.26572082E-03   6.26520719E-03  -8.19804336E-05
        1880   3.76200047E-03   6.26846775E-03   6.26795413E-03  -8.19445049E-05
        1881   3.76400049E-03   6.27121422E-03   6.27070060E-03  -8.19086126E-05
        1882   3.76600050E-03   6.27395976E-03   6.27344614E-03  -8.18727713E-05
        1883   3.76800052E-03   6.27670484E-03   6.27619028E-03  -8.19853594E-05
        1884   3.77000053E-03   6.27944944E-03   6.27893535E-03  -8.18753542E-05
        1885   3.77200032E-03   6.28219359E-03   6.28167950E-03  -8.18395856E-05
        1886   3.77400033E-03   6.28493726E-03   6.28442271E-03  -8.18779590E-05
        1887   3.77600035E-03   6.28768047E-03   6.28716592E-03  -8.18422341E-05
        1888   3.77800036E-03   6.29042275E-03   6.28990773E-03  -8.18805929E-05
        1889   3.78000038E-03   6.29316457E-03   6.29264954E-03  -8.18449189E-05
        1890   3.78200039E-03   6.29590591E-03   6.29538996E-03  -8.19572306E-05
        1891   3.78400041E-03   6.29864680E-03   6.29813178E-03  -8.17736727E-05
        1892   3.78600042E-03   6.30138721E-03   6.30087126E-03  -8.18859335E-05
        1893   3.78800044E-03   6.30412716E-03   6.30361075E-03  -8.19242123E-05
        1894   3.79000045E-03   6.30686618E-03   6.30635023E-03  -8.18147892E-05
        1895   3.79200047E-03   6.30960474E-03   6.30908832E-03  -8.18530898E-05
        1896   3.79400048E-03   6.31234283E-03   6.31182641E-03  -8.18175831E-05
        1897   3.79600050E-03   6.31508045E-03   6.31456356E-03  -8.18558619E-05
        1898   3.79800051E-03   6.31781761E-03   6.31730072E-03  -8.18203916E-05
        1899   3.80000053E-03   6.32055383E-03   6.32003648E-03  -8.18586559E-05
        1900   3.80200031E-03   6.32328959E-03   6.32277224E-03  -8.18232365E-05
        1901   3.80400033E-03   6.32602489E-03   6.32550707E-03  -8.18614790E-05
        1902   3.80600034E-03   6.32875971E-03   6.32824190E-03  -8.18260960E-05
        1903   3.80800036E-03   6.33149408E-03   6.33097626E-03  -8.17907567E-05
        1904   3.81000037E-03   6.33422798E-03   6.33370969E-03  -8.18289845E-05
        1905   3.81200039E-03   6.33696094E-03   6.33644219E-03  -8.18671833E-05
        1906   3.81400040E-03   6.33969344E-03   6.33917563E-03  -8.16849642E-05
        1907   3.81600042E-03   6.34242548E-03   6.34190673E-03  -8.17966429E-05
        1908   3.81800043E-03   6.34515705E-03   6.34463876E-03  -8.16880274E-05
        1909   3.82000045E-03   6.34788815E-03   6.34736894E-03  -8.17996115E-05
        1910   3.82200046E-03   6.35061879E-03   6.35010004E-03  -8.16911052E-05
        1911   3.82400048E-03   6.35334849E-03   6.35282975E-03  -8.16559987E-05
        1912   3.82600049E-03   6.35607773E-03   6.35555852E-03  -8.16942120E-05
        1913   3.82800051E-03   6.35880651E-03   6.35828730E-03  -8.16591491E-05
        1914   3.83000053E-03   6.36153482E-03   6.36101607E-03  -8.15509120E-05
        1915   3.83200054E-03   6.36426266E-03   6.36374345E-03  -8.15891399E-05
        1916   3.83400032E-03   6.36699004E-03   6.36646990E-03  -8.17004839E-05
        1917   3.83600034E-03   6.36971649E-03   6.36919588E-03  -8.17386244E-05
        1918   3.83800035E-03   6.37244247E-03   6.37192233E-03  -8.16305692E-05
        1919   3.84000037E-03   6.37516798E-03   6.37464738E-03  -8.16687243E-05
        1920   3.84200038E-03   6.37789303E-03   6.37737149E-03  -8.17798718E-05
        1921   3.84400040E-03   6.38061762E-03   6.38009654E-03  -8.16719621E-05
        1922   3.84600041E-03   6.38334127E-03   6.38281927E-03  -8.17830296E-05
        1923   3.84800043E-03   6.38606446E-03   6.38554338E-03  -8.16022948E-05
        1924   3.85000044E-03   6.38878718E-03   6.38826611E-03  -8.15675157E-05
        1925   3.85200046E-03   6.39150944E-03   6.39098743E-03  -8.16785032E-05
        1926   3.85400048E-03   6.39423123E-03   6.39370922E-03  -8.16437387E-05
        1927   3.85600049E-03   6.39695255E-03   6.39643054E-03  -8.16090032E-05
        1928   3.85800051E-03   6.39967294E-03   6.39915094E-03  -8.15743042E-05
        1929   3.86000052E-03   6.40239287E-03   6.40187133E-03  -8.14669038E-05
        1930   3.86200054E-03   6.40511233E-03   6.40459033E-03  -8.15050298E-05
        1931   3.86400032E-03   6.40783133E-03   6.40730979E-03  -8.13977531E-05
        1932   3.86600033E-03   6.41054986E-03   6.41002739E-03  -8.15085368E-05
        1933   3.86800035E-03   6.41326793E-03   6.41274452E-03  -8.16192332E-05
        1934   3.87000036E-03   6.41598506E-03   6.41546212E-03  -8.15120729E-05
        1935   3.87200038E-03   6.41870173E-03   6.41817925E-03  -8.14050145E-05
        1936   3.87400039E-03   6.42141793E-03   6.42089453E-03  -8.15156309E-05
        1937   3.87600041E-03   6.42413367E-03   6.42361026E-03  -8.14811719E-05
        1938   3.87800043E-03   6.42684894E-03   6.42632600E-03  -8.13742736E-05
        1939   3.88000044E-03   6.42956374E-03   6.42903894E-03  -8.16296597E-05
        1940   3.88200046E-03   6.43227762E-03   6.43175328E-03  -8.15228123E-05
        1941   3.88400047E-03   6.43499102E-03   6.43446669E-03  -8.14884334E-05
        1942   3.88600049E-03   6.43770397E-03   6.43718010E-03  -8.13817460E-05
        1943   3.88800050E-03   6.44041644E-03   6.43989211E-03  -8.14197847E-05
        1944   3.89000052E-03   6.44312846E-03   6.44260412E-03  -8.13855077E-05
        1945   3.89200053E-03   6.44584000E-03   6.44531474E-03  -8.14957748E-05
        1946   3.89400055E-03   6.44855062E-03   6.44802535E-03  -8.14615196E-05
        1947   3.89600033E-03   6.45126076E-03   6.45073643E-03  -8.12829094E-05
        1948   3.89800034E-03   6.45397045E-03   6.45344472E-03  -8.14652667E-05
        1949   3.90000036E-03   6.45667966E-03   6.45615440E-03  -8.13589504E-05
        1950   3.90200038E-03   6.45938842E-03   6.45886268E-03  -8.13969309E-05
        1951   3.90400039E-03   6.46209670E-03   6.46157144E-03  -8.12907383E-05
        1952   3.90600041E-03   6.46480406E-03   6.46427833E-03  -8.13287406E-05
        1953   3.90800042E-03   6.46751095E-03   6.46698568E-03  -8.12226863E-05
        1954   3.91000044E-03   6.47021737E-03   6.46969164E-03  -8.12606886E-05
        1955   3.91200045E-03   6.47292333E-03   6.47239806E-03  -8.11547652E-05
        1956   3.91400047E-03   6.47562882E-03   6.47510262E-03  -8.12646977E-05
        1957   3.91600048E-03   6.47833385E-03   6.47780765E-03  -8.12307626E-05
        1958   3.91800050E-03   6.48103841E-03   6.48051128E-03  -8.13405859E-05
        1959   3.92000051E-03   6.48374204E-03   6.48321491E-03  -8.13066654E-05
        1960   3.92200053E-03   6.48644520E-03   6.48591854E-03  -8.12009748E-05
        1961   3.92400054E-03   6.48914790E-03   6.48862123E-03  -8.11671562E-05
        1962   3.92600056E-03   6.49185013E-03   6.49132254E-03  -8.12768485E-05
        1963   3.92800057E-03   6.49455190E-03   6.49402477E-03  -8.11713253E-05
        1964   3.93000059E-03   6.49725320E-03   6.49672514E-03  -8.12809376E-05
        1965   3.93200060E-03   6.49995357E-03   6.49942644E-03  -8.11038626E-05
        1966   3.93400062E-03   6.50265347E-03   6.50212495E-03  -8.12850485E-05
        1967   3.93600063E-03   6.50535291E-03   6.50482532E-03  -8.11081336E-05
        1968   3.93800065E-03   6.50805188E-03   6.50752429E-03  -8.10744968E-05
        1969   3.94000066E-03   6.51075039E-03   6.51022187E-03  -8.11839564E-05
        1970   3.94200021E-03   6.51344843E-03   6.51291944E-03  -8.12218277E-05
        1971   3.94400023E-03   6.51614554E-03   6.51561609E-03  -8.12596772E-05
        1972   3.94600024E-03   6.51884219E-03   6.51831273E-03  -8.12260623E-05
        1973   3.94800026E-03   6.52153837E-03   6.52100891E-03  -8.11924765E-05
        1974   3.95000027E-03   6.52423408E-03   6.52370416E-03  -8.12303188E-05
        1975   3.95200029E-03   6.52692933E-03   6.52639987E-03  -8.11254140E-05
        1976   3.95400031E-03   6.52962411E-03   6.52909372E-03  -8.12345825E-05
        1977   3.95600032E-03   6.53231796E-03   6.53178804E-03  -8.11297796E-05
        1978   3.95800034E-03   6.53501134E-03   6.53448096E-03  -8.11676073E-05
        1979   3.96000035E-03   6.53770426E-03   6.53717387E-03  -8.11341743E-05
        1980   3.96200037E-03   6.54039672E-03   6.53986679E-03  -8.10295605E-05
        1981   3.96400038E-03   6.54308870E-03   6.54255832E-03  -8.10674028E-05
        1982   3.96600040E-03   6.54578023E-03   6.54524891E-03  -8.11763675E-05
        1983   3.96800041E-03   6.54847128E-03   6.54793950E-03  -8.12141298E-05
        1984   3.97000043E-03   6.55116141E-03   6.55063009E-03  -8.11096834E-05
        1985   3.97200044E-03   6.55385107E-03   6.55331975E-03  -8.10763959E-05
        1986   3.97400046E-03   6.55654026E-03   6.55600894E-03  -8.10431375E-05
        1987   3.97600047E-03   6.55922899E-03   6.55869721E-03  -8.10809215E-05
        1988   3.97800049E-03   6.56191725E-03   6.56138547E-03  -8.10476995E-05
        1989   3.98000050E-03   6.56460505E-03   6.56407326E-03  -8.10145139E-05
        1990   3.98200052E-03   6.56729192E-03   6.56676060E-03  -8.09104458E-05
        1991   3.98400053E-03   6.56997832E-03   6.56944606E-03  -8.10191341E-05
        1992   3.98600055E-03   6.57266425E-03   6.57213200E-03  -8.09860285E-05
        1993   3.98800056E-03   6.57534972E-03   6.57481793E-03  -8.08821133E-05
        1994   3.99000058E-03   6.57803472E-03   6.57750247E-03  -8.09199046E-05
        1995   3.99200059E-03   6.58071926E-03   6.58018701E-03  -8.08868863E-05
        1996   3.99400061E-03   6.58340333E-03   6.58287015E-03  -8.09953926E-05
        1997   3.99600063E-03   6.58608647E-03   6.58555375E-03  -8.08916811E-05
        1998   3.99800064E-03   6.58876915E-03   6.58823596E-03  -8.09294288E-05
        1999   4.00000066E-03   6.59145135E-03   6.59091817E-03  -8.08964978E-05
        2000   4.00200067E-03   6.59413310E-03   6.59360038E-03  -8.07929609E-05
        2001   4.00400022E-03   6.59681438E-03   6.59628119E-03  -8.08307232E-05
        2002   4.00600024E-03   6.59949519E-03   6.59896107E-03  -8.09390258E-05
        2003   4.00800025E-03   6.60217507E-03   6.60164095E-03  -8.09061748E-05
        2004   4.01000027E-03   6.60485448E-03   6.60431944E-03  -8.10143756E-05
        2005   4.01200028E-03   6.60753343E-03   6.60699932E-03  -8.08405530E-05
        2006   4.01400030E-03   6.61021192E-03   6.60967687E-03  -8.09487101E-05
        2007   4.01600031E-03   6.61288993E-03   6.61235536E-03  -8.08455006E-05
        2008   4.01800033E-03   6.61556749E-03   6.61503291E-03  -8.08127734E-05
        2009   4.02000034E-03   6.61824457E-03   6.61770906E-03  -8.09208286E-05
        2010   4.02200036E-03   6.62092073E-03   6.62038568E-03  -8.08177720E-05
        2011   4.02400037E-03   6.62359642E-03   6.62306184E-03  -8.07148099E-05
        2012   4.02600039E-03   6.62627164E-03   6.62573660E-03  -8.07525066E-05
        2013   4.02800040E-03   6.62894640E-03   6.62841089E-03  -8.07901743E-05
        2014   4.03000042E-03   6.63162069E-03   6.63108472E-03  -8.08278201E-05
        2015   4.03200043E-03   6.63429452E-03   6.63375854E-03  -8.07952456E-05
        2016   4.03400045E-03   6.63696788E-03   6.63643098E-03  -8.09030462E-05
        2017   4.03600046E-03   6.63964031E-03   6.63910387E-03  -8.08003315E-05
        2018   4.03800048E-03   6.64231228E-03   6.64177630E-03  -8.06977114E-05
        2019   4.04000049E-03   6.64498378E-03   6.64444780E-03  -8.06652679E-05
        2020   4.04200051E-03   6.64765481E-03   6.64711837E-03  -8.07029137E-05
        2021   4.04400053E-03   6.65032538E-03   6.64978847E-03  -8.07405304E-05
        2022   4.04600054E-03   6.65299548E-03   6.65245857E-03  -8.07081233E-05
        2023   4.04800056E-03   6.65566465E-03   6.65512774E-03  -8.06757598E-05
        2024   4.05000057E-03   6.65833335E-03   6.65779598E-03  -8.07133692E-05
        2025   4.05200059E-03   6.66100159E-03   6.66046469E-03  -8.06111129E-05
        2026   4.05400060E-03   6.66366937E-03   6.66313153E-03  -8.07186225E-05
        2027   4.05600062E-03   6.66633667E-03   6.66579930E-03  -8.06164608E-05
        2028   4.05800063E-03   6.66900352E-03   6.66846614E-03  -8.05842210E-05
        2029   4.06000065E-03   6.67166989E-03   6.67113159E-03  -8.06916214E-05
        2030   4.06200066E-03   6.67433534E-03   6.67379703E-03  -8.06593962E-05
        2031   4.06400068E-03   6.67700032E-03   6.67646294E-03  -8.04876981E-05
        2032   4.06600023E-03   6.67966483E-03   6.67912699E-03  -8.05253148E-05
        2033   4.06800024E-03   6.68232888E-03   6.68179011E-03  -8.06325988E-05
        2034   4.07000026E-03   6.68499246E-03   6.68445323E-03  -8.06701355E-05
        2035   4.07200027E-03   6.68765558E-03   6.68711634E-03  -8.06380122E-05
        2036   4.07400029E-03   6.69031823E-03   6.68977853E-03  -8.06755270E-05
        2037   4.07600030E-03   6.69297995E-03   6.69244025E-03  -8.06434473E-05
        2038   4.07800032E-03   6.69564120E-03   6.69510243E-03  -8.04722731E-05
        2039   4.08000033E-03   6.69830199E-03   6.69776322E-03  -8.04403026E-05
        2040   4.08200035E-03   6.70096232E-03   6.70042261E-03  -8.05473683E-05
        2041   4.08400036E-03   6.70362217E-03   6.70308201E-03  -8.05848831E-05
        2042   4.08600038E-03   6.70628157E-03   6.70574186E-03  -8.04834781E-05
        2043   4.08800039E-03   6.70894049E-03   6.70840032E-03  -8.05210002E-05
        2044   4.09000041E-03   6.71159849E-03   6.71105832E-03  -8.04891097E-05
        2045   4.09200042E-03   6.71425601E-03   6.71371585E-03  -8.04572483E-05
        2046   4.09400044E-03   6.71691308E-03   6.71637291E-03  -8.04254159E-05
        2047   4.09600046E-03   6.71956968E-03   6.71902858E-03  -8.05322416E-05
        2048   4.09800047E-03   6.72222581E-03   6.72168471E-03  -8.05004165E-05
        2049   4.10000049E-03   6.72488147E-03   6.72434084E-03  -8.03993680E-05
        2050   4.10200050E-03   6.72753667E-03   6.72699558E-03  -8.04368610E-05
        2051   4.10400052E-03   6.73019094E-03   6.72965031E-03  -8.03359362E-05
        2052   4.10600053E-03   6.73284475E-03   6.73230411E-03  -8.03042713E-05
        2053   4.10800055E-03   6.73549809E-03   6.73495745E-03  -8.02726281E-05
        2054   4.11000056E-03   6.73815096E-03   6.73760986E-03  -8.03101429E-05
        2055   4.11200058E-03   6.74080336E-03   6.74026227E-03  -8.02785435E-05
        2056   4.11400059E-03   6.74345531E-03   6.74291374E-03  -8.03160292E-05
        2057   4.11600061E-03   6.74610678E-03   6.74556475E-03  -8.03535004E-05
        2058   4.11800062E-03   6.74875779E-03   6.74821623E-03  -8.02529248E-05
        2059   4.12000064E-03   6.75140787E-03   6.75086584E-03  -8.02904033E-05
        2060   4.12200065E-03   6.75405748E-03   6.75351499E-03  -8.03278599E-05
        2061   4.12400067E-03   6.75670663E-03   6.75616367E-03  -8.03652947E-05
        2062   4.12600068E-03   6.75935531E-03   6.75881235E-03  -8.03337971E-05
        2063   4.12800023E-03   6.76200353E-03   6.76146150E-03  -8.01645801E-05
        2064   4.13000025E-03   6.76465128E-03   6.76410785E-03  -8.03397488E-05
        2065   4.13200026E-03   6.76729856E-03   6.76675420E-03  -8.04459632E-05
        2066   4.13400028E-03   6.76994491E-03   6.76940056E-03  -8.04145093E-05
        2067   4.13600029E-03   6.77259080E-03   6.77204691E-03  -8.03143266E-05
        2068   4.13800031E-03   6.77523622E-03   6.77469233E-03  -8.02829672E-05
        2069   4.14000032E-03   6.77788118E-03   6.77733636E-03  -8.03890580E-05
        2070   4.14200034E-03   6.78052567E-03   6.77998178E-03  -8.02203285E-05
        2071   4.14400036E-03   6.78316969E-03   6.78262440E-03  -8.03950388E-05
        2072   4.14600037E-03   6.78581325E-03   6.78526843E-03  -8.02950817E-05
        2073   4.14800039E-03   6.78845588E-03   6.78791152E-03  -8.01952192E-05
        2074   4.15000040E-03   6.79109804E-03   6.79055322E-03  -8.02325958E-05
        2075   4.15200042E-03   6.79373974E-03   6.79319492E-03  -8.02013965E-05
        2076   4.15400043E-03   6.79638097E-03   6.79583661E-03  -8.01016940E-05
        2077   4.15600045E-03   6.79902174E-03   6.79847691E-03  -8.01390852E-05
        2078   4.15800046E-03   6.80166204E-03   6.80111628E-03  -8.02449213E-05
        2079   4.16000048E-03   6.80430187E-03   6.80375658E-03  -8.01453352E-05
        2080   4.16200049E-03   6.80694124E-03   6.80639502E-03  -8.02510986E-05
        2081   4.16400051E-03   6.80957967E-03   6.80903438E-03  -8.00832131E-05
        2082   4.16600052E-03   6.81221765E-03   6.81167096E-03  -8.02573049E-05
        2083   4.16800054E-03   6.81485515E-03   6.81430940E-03  -8.00895577E-05
        2084   4.17000055E-03   6.81749219E-03   6.81694597E-03  -8.01268907E-05
        2085   4.17200057E-03   6.82012876E-03   6.81958161E-03  -8.02324867E-05
        2086   4.17400058E-03   6.82276487E-03   6.82221772E-03  -8.02014911E-05
        2087   4.17600060E-03   6.82540052E-03   6.82485336E-03  -8.01705173E-05
        2088   4.17800061E-03   6.82803523E-03   6.82748761E-03  -8.02077848E-05
        2089   4.18000063E-03   6.83066947E-03   6.83012232E-03  -8.01086717E-05
        2090   4.18200064E-03   6.83330325E-03   6.83275564E-03  -8.01459464E-05
        2091   4.18400066E-03   6.83593657E-03   6.83538895E-03  -8.01150745E-05
        2092   4.18600067E-03   6.83856942E-03   6.83802227E-03  -8.00161215E-05
        2093   4.18800069E-03   6.84120180E-03   6.84065465E-03  -7.99853296E-05
        2094   4.19000024E-03   6.84383372E-03   6.84328564E-03  -8.00906710E-05
        2095   4.19200025E-03   6.84646517E-03   6.84591616E-03  -8.01959395E-05
        2096   4.19400027E-03   6.84909569E-03   6.84854714E-03  -8.00971320E-05
        2097   4.19600029E-03   6.85172575E-03   6.85117720E-03  -8.00663838E-05
        2098   4.19800030E-03   6.85435534E-03   6.85380679E-03  -8.00356647E-05
        2099   4.20000032E-03   6.85698446E-03   6.85643544E-03  -8.00728958E-05
        2100   4.20200033E-03   6.85961312E-03   6.85906410E-03  -8.00422131E-05
        2101   4.20400035E-03   6.86224131E-03   6.86169229E-03  -8.00115522E-05
        2102   4.20600036E-03   6.86486904E-03   6.86432002E-03  -7.99809204E-05
        2103   4.20800038E-03   6.86749583E-03   6.86694589E-03  -8.00859634E-05
        2104   4.21000039E-03   6.87012216E-03   6.86957221E-03  -8.00553462E-05
        2105   4.21200041E-03   6.87274802E-03   6.87219854E-03  -7.99569898E-05
        2106   4.21400042E-03   6.87537342E-03   6.87482348E-03  -7.99941990E-05
        2107   4.21600044E-03   6.87799836E-03   6.87744841E-03  -7.99636618E-05
        2108   4.21800045E-03   6.88062282E-03   6.88007241E-03  -8.00008493E-05
        2109   4.22000047E-03   6.88324682E-03   6.88269595E-03  -8.00380149E-05
        2110   4.22200048E-03   6.88587036E-03   6.88531995E-03  -7.99398767E-05
